,"European Union Emissions Trading System",,,,," "
Date,"Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market","Secondary Market"," "
2020-08-11,1,1.182809524,EUR,26.71,26.14," "
2020-08-12,1,1.182809524,EUR,25.55,25.91," "
2020-08-13,1,1.182809524,EUR,25.94,25.36," "
2020-08-14,1,1.182809524,EUR,25.25,25.42," "
2020-08-17,1,1.182809524,EUR,25.42,26.25," "
2020-08-18,1,1.182809524,EUR,26.05,26.49," "
2020-08-19,1,1.182809524,EUR,,26.19," "
2020-08-20,1,1.182809524,EUR,25.7,25.87," "
2020-08-21,1,1.182809524,EUR,25.36,25.61," "
2020-08-24,1,1.182809524,EUR,26.6,27.45," "
2020-08-25,1,1.182809524,EUR,27.33,28.59," "
2020-08-26,1,1.182809524,EUR,28.42,28.59," "
2020-08-27,1,1.182809524,EUR,28.03,28.34," "
2020-08-28,1,1.182809524,EUR,29.5,29.49," "
2020-08-31,1,1.182809524,EUR,,28.63," "
2020-09-01,1,1.179240909,EUR,28.28,27.72," "
2020-09-02,1,1.179240909,EUR,,28.2," "
2020-09-03,1,1.179240909,EUR,,28.71," "
2020-09-04,1,1.179240909,EUR,28.8,27.32," "
2020-09-07,1,1.179240909,EUR,26.9,27.03," "
2020-09-08,1,1.179240909,EUR,27.25,26.76," "
2020-09-09,1,1.179240909,EUR,26.02,27.18," "
2020-09-10,1,1.179240909,EUR,27.46,28.38," "
2020-09-11,1,1.179240909,EUR,28.05,28.24," "
2020-09-14,1,1.179240909,EUR,28.66,30.44," "
2020-09-15,1,1.179240909,EUR,29.99,29.76," "
2020-09-16,1,1.179240909,EUR,,29.95," "
2020-09-17,1,1.179240909,EUR,29.1,28.4," "
2020-09-18,1,1.179240909,EUR,28.36,27.97," "
2020-09-21,1,1.179240909,EUR,27.12,26.38," "
2020-09-22,1,1.179240909,EUR,26.75,27.82," "
2020-09-23,1,1.179240909,EUR,27.31,26.48," "
2020-09-24,1,1.179240909,EUR,26.28,26.77," "
2020-09-25,1,1.179240909,EUR,26.2,26.14," "
2020-09-28,1,1.179240909,EUR,26.28,27.69," "
2020-09-29,1,1.179240909,EUR,27.09,26.75," "
2020-09-30,1,1.179240909,EUR,,26.9," "
2020-10-01,1,1.177518182,EUR,26.41,26.48," "
2020-10-02,1,1.177518182,EUR,26.11,27," "
2020-10-05,1,1.177518182,EUR,26.79,26.91," "
2020-10-06,1,1.177518182,EUR,26.68,26.76," "
2020-10-07,1,1.177518182,EUR,26.76,26.87," "
2020-10-08,1,1.177518182,EUR,26.4,26.32," "
2020-10-09,1,1.177518182,EUR,26,25.71," "
2020-10-12,1,1.177518182,EUR,25.54,25.87," "
2020-10-13,1,1.177518182,EUR,25.3,25.22," "
2020-10-14,1,1.177518182,EUR,,25.75," "
2020-10-15,1,1.177518182,EUR,25.15,24.97," "
2020-10-16,1,1.177518182,EUR,25.46,24.9," "
2020-10-19,1,1.177518182,EUR,24.85,24.99," "
2020-10-20,1,1.177518182,EUR,24.44,24.41," "
2020-10-21,1,1.177518182,EUR,23.96,23.56," "
2020-10-22,1,1.177518182,EUR,23.6,24.18," "
2020-10-23,1,1.177518182,EUR,24.92,25.49," "
2020-10-26,1,1.177518182,EUR,24.33,23.85," "
2020-10-27,1,1.177518182,EUR,23.55,24.07," "
2020-10-28,1,1.177518182,EUR,,23.03," "
2020-10-29,1,1.177518182,EUR,23.07,23.66," "
2020-10-30,1,1.177518182,EUR,23.45,23.69," "
2020-11-02,1,1.183790476,EUR,23.02,23.66," "
2020-11-03,1,1.183790476,EUR,24.4,24.37," "
2020-11-04,1,1.183790476,EUR,23.83,25.1," "
2020-11-05,1,1.183790476,EUR,25.55,25.98," "
2020-11-06,1,1.183790476,EUR,25.2,25.43," "
2020-11-09,1,1.183790476,EUR,25.41,26.55," "
2020-11-10,1,1.183790476,EUR,26.47,26.22," "
2020-11-11,1,1.183790476,EUR,,26.12," "
2020-11-12,1,1.183790476,EUR,25.9,25.92," "
2020-11-13,1,1.183790476,EUR,26.31,26.29," "
2020-11-16,1,1.183790476,EUR,26.67,27.38," "
2020-11-17,1,1.183790476,EUR,27.12,26.64," "
2020-11-18,1,1.183790476,EUR,27.42,27.19," "
2020-11-19,1,1.183790476,EUR,26.72,26.35," "
2020-11-20,1,1.183790476,EUR,26.8,26.74," "
2020-11-23,1,1.183790476,EUR,27.25,27.25," "
2020-11-24,1,1.183790476,EUR,26.97,27.63," "
2020-11-25,1,1.183790476,EUR,,27.62," "
2020-11-26,1,1.183790476,EUR,27.77,28.1," "
2020-11-27,1,1.183790476,EUR,28.23,28.13," "
2020-11-30,1,1.183790476,EUR,28.82,29.13," "
2020-12-01,1,1.216972727,EUR,29.24,28.85," "
2020-12-02,1,1.216972727,EUR,28.9,29.54," "
2020-12-03,1,1.216972727,EUR,29.1,28.99," "
2020-12-04,1,1.216972727,EUR,30,30.11," "
2020-12-07,1,1.216972727,EUR,29.49,29.62," "
2020-12-08,1,1.216972727,EUR,29.69,29.57," "
2020-12-09,1,1.216972727,EUR,,29.7," "
2020-12-10,1,1.216972727,EUR,30.04,30.9," "
2020-12-11,1,1.216972727,EUR,30.45,30.52," "
2020-12-14,1,1.216972727,EUR,30.92,30.81," "
2020-12-15,1,1.216972727,EUR,,32.01," "
2020-12-16,1,1.216972727,EUR,,31.61," "
2020-12-17,1,1.216972727,EUR,,31.8," "
2020-12-18,1,1.216972727,EUR,,30.94," "
2020-12-21,1,1.216972727,EUR,,30.76," "
2020-12-22,1,1.216972727,EUR,,31.01," "
2020-12-23,1,1.216972727,EUR,,31.77," "
2020-12-28,1,1.216972727,EUR,,33.28," "
2020-12-29,1,1.216972727,EUR,,32.86," "
2020-12-30,1,1.216972727,EUR,,32.04," "
2020-12-31,1,1.216972727,EUR,,32.04," "
2021-01-04,1,1.217085,EUR,,33.54," "
2021-01-05,1,1.217085,EUR,,32.82," "
2021-01-06,1,1.217085,EUR,,33.5," "
2021-01-07,1,1.217085,EUR,,34.64," "
2021-01-08,1,1.217085,EUR,,34.79," "
2021-01-11,1,1.217085,EUR,,34.42," "
2021-01-12,1,1.217085,EUR,,34.54," "
2021-01-13,1,1.217085,EUR,,33.55," "
2021-01-14,1,1.217085,EUR,,33.42," "
2021-01-15,1,1.217085,EUR,,31.64," "
2021-01-18,1,1.217085,EUR,,31.53," "
2021-01-19,1,1.217085,EUR,,33," "
2021-01-20,1,1.217085,EUR,,32.82," "
2021-01-21,1,1.217085,EUR,,34.02," "
2021-01-22,1,1.217085,EUR,,34.15," "
2021-01-25,1,1.217085,EUR,,33.08," "
2021-01-26,1,1.217085,EUR,,33.27," "
2021-01-27,1,1.217085,EUR,,33.2," "
2021-01-28,1,1.217085,EUR,,33.89," "
2021-01-29,1,1.217085,EUR,33.51,32.89," "
2021-02-01,1,1.20979,EUR,32.66,32.81," "
2021-02-02,1,1.20979,EUR,33.2,34.93," "
2021-02-03,1,1.20979,EUR,38,37.38," "
2021-02-04,1,1.20979,EUR,36.51,37.21," "
2021-02-05,1,1.20979,EUR,37.61,38.15," "
2021-02-08,1,1.20979,EUR,38.62,38.56," "
2021-02-09,1,1.20979,EUR,37.58,38.21," "
2021-02-10,1,1.20979,EUR,37.7,39.29," "
2021-02-11,1,1.20979,EUR,39.62,38.71," "
2021-02-12,1,1.20979,EUR,37.8,39.97," "
2021-02-15,1,1.20979,EUR,39.82,39.47," "
2021-02-16,1,1.20979,EUR,40.19,38.82," "
2021-02-17,1,1.20979,EUR,38.42,38.06," "
2021-02-18,1,1.20979,EUR,38.01,38.28," "
2021-02-19,1,1.20979,EUR,38.36,37.37," "
2021-02-22,1,1.20979,EUR,36.84,37.92," "
2021-02-23,1,1.20979,EUR,37.5,38.61," "
2021-02-24,1,1.20979,EUR,38.42,39.09," "
2021-02-25,1,1.20979,EUR,38.88,38.2," "
2021-02-26,1,1.20979,EUR,37.51,37.22," "
2021-03-01,1,1.189908696,EUR,37.66,37.07," "
2021-03-02,1,1.189908696,EUR,37.25,38.29," "
2021-03-03,1,1.189908696,EUR,37.56,37.41," "
2021-03-04,1,1.189908696,EUR,36.9,38.1," "
2021-03-05,1,1.189908696,EUR,38.08,38.95," "
2021-03-08,1,1.189908696,EUR,38.41,39.07," "
2021-03-09,1,1.189908696,EUR,39.4,40.57," "
2021-03-10,1,1.189908696,EUR,41,41.47," "
2021-03-11,1,1.189908696,EUR,40.92,41.85," "
2021-03-12,1,1.189908696,EUR,41.52,42.77," "
2021-03-15,1,1.189908696,EUR,42.84,42.3," "
2021-03-16,1,1.189908696,EUR,41.92,41.47," "
2021-03-17,1,1.189908696,EUR,41.9,42.85," "
2021-03-18,1,1.189908696,EUR,43.35,42.28," "
2021-03-19,1,1.189908696,EUR,41.91,41.85," "
2021-03-22,1,1.189908696,EUR,41.8,42.72," "
2021-03-23,1,1.189908696,EUR,41.77,41.32," "
2021-03-24,1,1.189908696,EUR,40.94,41.49," "
2021-03-25,1,1.189908696,EUR,40.69,40.25," "
2021-03-26,1,1.189908696,EUR,40.86,41.63," "
2021-03-29,1,1.189908696,EUR,40.71,41.75," "
2021-03-30,1,1.189908696,EUR,42.25,41.95," "
2021-03-31,1,1.189908696,EUR,42.26,42.45," "
2021-04-01,1,1.19791,EUR,42.04,42.38," "
2021-04-06,1,1.19791,EUR,43.05,44.15," "
2021-04-07,1,1.19791,EUR,43.63,43.76," "
2021-04-08,1,1.19791,EUR,43.45,43.37," "
2021-04-09,1,1.19791,EUR,43.18,43.55," "
2021-04-12,1,1.19791,EUR,43.86,44.33," "
2021-04-13,1,1.19791,EUR,44.1,43.69," "
2021-04-14,1,1.19791,EUR,43.53,43.74," "
2021-04-15,1,1.19791,EUR,43.99,44.26," "
2021-04-16,1,1.19791,EUR,44.5,44.35," "
2021-04-19,1,1.19791,EUR,44.66,43.82," "
2021-04-20,1,1.19791,EUR,44.2,44.99," "
2021-04-21,1,1.19791,EUR,44.85,45.81," "
2021-04-22,1,1.19791,EUR,46.6,47," "
2021-04-23,1,1.19791,EUR,46.41,46.87," "
2021-04-26,1,1.19791,EUR,47.24,47.11," "
2021-04-27,1,1.19791,EUR,46.55,47.2," "
2021-04-28,1,1.19791,EUR,48,47.69," "
2021-04-29,1,1.19791,EUR,47.25,47.91," "
2021-04-30,1,1.19791,EUR,47.68,," "
2021-05-03,1,1.214590476,EUR,,49.32," "
2021-05-04,1,1.214590476,EUR,49.33,48.5," "
2021-05-05,1,1.214590476,EUR,48.62,49.32," "
2021-05-06,1,1.214590476,EUR,49.45,49.82," "
2021-05-07,1,1.214590476,EUR,49.46,50.33," "
2021-05-10,1,1.214590476,EUR,51.81,52.1," "
2021-05-11,1,1.214590476,EUR,51.59,52.91," "
2021-05-12,1,1.214590476,EUR,54.22,55.17," "
2021-05-13,1,1.214590476,EUR,,54.34," "
2021-05-14,1,1.214590476,EUR,,56.5," "
2021-05-17,1,1.214590476,EUR,55.57,56.16," "
2021-05-18,1,1.214590476,EUR,55.53,52.9," "
2021-05-19,1,1.214590476,EUR,52.12,49.55," "
2021-05-20,1,1.214590476,EUR,50.84,52.58," "
2021-05-21,1,1.214590476,EUR,52.71,51.65," "
2021-05-24,1,1.214590476,EUR,,52.68," "
2021-05-25,1,1.214590476,EUR,53.09,53.23," "
2021-05-26,1,1.214590476,EUR,54.07,53.59," "
2021-05-27,1,1.214590476,EUR,52.11,51.76," "
2021-05-28,1,1.214590476,EUR,51.08,50.95," "
2021-05-31,1,1.214590476,EUR,,51.61," "
2021-06-01,1,1.204709091,EUR,52.58,52.31," "
2021-06-02,1,1.204709091,EUR,51.5,51.3," "
2021-06-03,1,1.204709091,EUR,51.9,50.17," "
2021-06-04,1,1.204709091,EUR,49.55,49.9," "
2021-06-07,1,1.204709091,EUR,48.56,51.39," "
2021-06-08,1,1.204709091,EUR,52.03,52.1," "
2021-06-09,1,1.204709091,EUR,53.7,53.43," "
2021-06-10,1,1.204709091,EUR,53.3,53.7," "
2021-06-11,1,1.204709091,EUR,53.12,52.59," "
2021-06-14,1,1.204709091,EUR,53.6,52.81," "
2021-06-15,1,1.204709091,EUR,51.18,51.31," "
2021-06-16,1,1.204709091,EUR,50.83,51.25," "
2021-06-17,1,1.204709091,EUR,50.84,50.82," "
2021-06-18,1,1.204709091,EUR,51.51,51.81," "
2021-06-21,1,1.204709091,EUR,52.09,52.33," "
2021-06-22,1,1.204709091,EUR,52.97,53.32," "
2021-06-23,1,1.204709091,EUR,53.62,54.56," "
2021-06-24,1,1.204709091,EUR,54.85,54.99," "
2021-06-25,1,1.204709091,EUR,55.69,54.95," "
2021-06-28,1,1.204709091,EUR,55.06,55.4," "
2021-06-29,1,1.204709091,EUR,55.39,55.54," "
2021-06-30,1,1.204709091,EUR,55.57,56.25," "
2021-07-01,1,1.182181818,EUR,58.01,57.52," "
2021-07-02,1,1.182181818,EUR,57.11,57.24," "
2021-07-05,1,1.182181818,EUR,57.91,57.76," "
2021-07-06,1,1.182181818,EUR,57.15,53.91," "
2021-07-07,1,1.182181818,EUR,53.15,52.5," "
2021-07-08,1,1.182181818,EUR,51.09,52.24," "
2021-07-09,1,1.182181818,EUR,53.85,54.17," "
2021-07-12,1,1.182181818,EUR,52.5,51.62," "
2021-07-13,1,1.182181818,EUR,52.44,52.77," "
2021-07-14,1,1.182181818,EUR,52,53.28," "
2021-07-15,1,1.182181818,EUR,52.28,52.88," "
2021-07-16,1,1.182181818,EUR,53.33,52.78," "
2021-07-19,1,1.182181818,EUR,53.55,52.31," "
2021-07-20,1,1.182181818,EUR,51.74,51.12," "
2021-07-21,1,1.182181818,EUR,51.7,52.06," "
2021-07-22,1,1.182181818,EUR,51.44,50.71," "
2021-07-23,1,1.182181818,EUR,50.13,50.82," "
2021-07-26,1,1.182181818,EUR,51.79,53.12," "
2021-07-27,1,1.182181818,EUR,52.8,52.84," "
2021-07-28,1,1.182181818,EUR,53.45,53.77," "
2021-07-29,1,1.182181818,EUR,54.02,53.99," "
2021-07-30,1,1.182181818,EUR,53,53.26," "
2021-08-02,1,1.177181818,EUR,54.6,54.37," "
2021-08-03,1,1.177181818,EUR,54.17,54.12," "
2021-08-04,1,1.177181818,EUR,55,55.39," "
2021-08-05,1,1.177181818,EUR,54.84,55.91," "
2021-08-06,1,1.177181818,EUR,56.72,56.58," "
2021-08-09,1,1.177181818,EUR,56,56.55," "
2021-08-10,1,1.177181818,EUR,57.1,57.33," "
2021-08-11,1,1.177181818,EUR,56.69,57.69," "
2021-08-12,1,1.177181818,EUR,57.36,56.18," "
2021-08-13,1,1.177181818,EUR,55.6,55.31," "
2021-08-16,1,1.177181818,EUR,57.18,58.08," "
2021-08-17,1,1.177181818,EUR,57.4,57.17," "
2021-08-18,1,1.177181818,EUR,57.7,57.06," "
2021-08-19,1,1.177181818,EUR,55.81,53.43," "
2021-08-20,1,1.177181818,EUR,54.4,54.31," "
2021-08-23,1,1.177181818,EUR,55.95,55.29," "
2021-08-24,1,1.177181818,EUR,55.72,56.58," "
2021-08-25,1,1.177181818,EUR,56.63,56.48," "
2021-08-26,1,1.177181818,EUR,55.61,56.81," "
2021-08-27,1,1.177181818,EUR,57.51,58.95," "
2021-08-30,1,1.177181818,EUR,,60.71," "
2021-08-31,1,1.177181818,EUR,60.11,60.71," "
2021-09-01,1,1.177031818,EUR,61.29,60.07," "
2021-09-02,1,1.177031818,EUR,,61.48," "
2021-09-03,1,1.177031818,EUR,61.25,61.29," "
2021-09-06,1,1.177031818,EUR,62.87,62.27," "
2021-09-07,1,1.177031818,EUR,61.71,61.95," "
2021-09-08,1,1.177031818,EUR,61.93,62.41," "
2021-09-09,1,1.177031818,EUR,61.98,62.7," "
2021-09-10,1,1.177031818,EUR,61.85,60.87," "
2021-09-13,1,1.177031818,EUR,61.91,61.01," "
2021-09-14,1,1.177031818,EUR,61.51,59.8," "
2021-09-15,1,1.177031818,EUR,60,59.8," "
2021-09-16,1,1.177031818,EUR,59.89,59.26," "
2021-09-17,1,1.177031818,EUR,59.6,59.43," "
2021-09-20,1,1.177031818,EUR,58.56,60.62," "
2021-09-21,1,1.177031818,EUR,60.31,60.1," "
2021-09-22,1,1.177031818,EUR,60.02,60.54," "
2021-09-23,1,1.177031818,EUR,59.45,60.49," "
2021-09-24,1,1.177031818,EUR,61.24,62.88," "
2021-09-27,1,1.177031818,EUR,64,64.32," "
2021-09-28,1,1.177031818,EUR,65,61.86," "
2021-09-29,1,1.177031818,EUR,61.83,62.82," "
2021-09-30,1,1.177031818,EUR,61.37,61.68," "
2021-10-01,1,1.160147619,EUR,62.04,61.99," "
2021-10-04,1,1.160147619,EUR,63.56,63.34," "
2021-10-05,1,1.160147619,EUR,63.66,64.66," "
2021-10-06,1,1.160147619,EUR,61.36,59.04," "
2021-10-07,1,1.160147619,EUR,58.99,60.33," "
2021-10-08,1,1.160147619,EUR,59.92,58.31," "
2021-10-11,1,1.160147619,EUR,59.33,59.11," "
2021-10-12,1,1.160147619,EUR,58.86,58.89," "
2021-10-13,1,1.160147619,EUR,58.75,59.04," "
2021-10-14,1,1.160147619,EUR,59.43,61.4," "
2021-10-15,1,1.160147619,EUR,61.01,59.41," "
2021-10-18,1,1.160147619,EUR,58.85,58.54," "
2021-10-19,1,1.160147619,EUR,57.58,54.52," "
2021-10-20,1,1.160147619,EUR,56,57.76," "
2021-10-21,1,1.160147619,EUR,57.1,57.96," "
2021-10-22,1,1.160147619,EUR,59.5,58.25," "
2021-10-25,1,1.160147619,EUR,58.94,58.96," "
2021-10-26,1,1.160147619,EUR,58.96,59.78," "
2021-10-27,1,1.160147619,EUR,58.92,59.88," "
2021-10-28,1,1.160147619,EUR,58.93,58.55," "
2021-10-29,1,1.160147619,EUR,59.4,58.7," "
2021-11-01,1,1.141404545,EUR,59.98,56.92," "
2021-11-02,1,1.141404545,EUR,57.8,59.43," "
2021-11-03,1,1.141404545,EUR,59.78,59.8," "
2021-11-04,1,1.141404545,EUR,59.81,59.85," "
2021-11-05,1,1.141404545,EUR,61.05,59.39," "
2021-11-08,1,1.141404545,EUR,60.06,60.62," "
2021-11-09,1,1.141404545,EUR,60.11,60.41," "
2021-11-10,1,1.141404545,EUR,61.53,63.15," "
2021-11-11,1,1.141404545,EUR,62.31,63.69," "
2021-11-12,1,1.141404545,EUR,63.53,63.26," "
2021-11-15,1,1.141404545,EUR,64.4,65.92," "
2021-11-16,1,1.141404545,EUR,67.5,67.54," "
2021-11-17,1,1.141404545,EUR,67.14,67.15," "
2021-11-18,1,1.141404545,EUR,66.51,69.09," "
2021-11-19,1,1.141404545,EUR,69.21,69.35," "
2021-11-22,1,1.141404545,EUR,69.7,69.9," "
2021-11-23,1,1.141404545,EUR,69.88,69.17," "
2021-11-24,1,1.141404545,EUR,69.51,72.9," "
2021-11-25,1,1.141404545,EUR,72.15,74.45," "
2021-11-26,1,1.141404545,EUR,71.95,72.77," "
2021-11-29,1,1.141404545,EUR,74.48,74.18," "
2021-11-30,1,1.141404545,EUR,74.82,75.36," "
2021-12-01,1,1.130378261,EUR,76.38,76.8," "
2021-12-02,1,1.130378261,EUR,77.1,79.85," "
2021-12-03,1,1.130378261,EUR,78.76,78.24," "
2021-12-06,1,1.130378261,EUR,80,81.24," "
2021-12-07,1,1.130378261,EUR,82.87,84.89," "
2021-12-08,1,1.130378261,EUR,87.45,88.88," "
2021-12-09,1,1.130378261,EUR,84.93,80.19," "
2021-12-10,1,1.130378261,EUR,79.83,83.73," "
2021-12-13,1,1.130378261,EUR,85,82.12," "
2021-12-14,1,1.130378261,EUR,79.99,79.48," "
2021-12-15,1,1.130378261,EUR,79.29,80.5," "
2021-12-16,1,1.130378261,EUR,80.5,84.77," "
2021-12-17,1,1.130378261,EUR,82.25,73.28," "
2021-12-20,1,1.130378261,EUR,74.57,79.38," "
2021-12-21,1,1.130378261,EUR,,80.42," "
2021-12-22,1,1.130378261,EUR,,76.26," "
2021-12-23,1,1.130378261,EUR,,73.92," "
2021-12-27,1,1.130378261,EUR,,76.38," "
2021-12-28,1,1.130378261,EUR,,78.75," "
2021-12-29,1,1.130378261,EUR,,79.81," "
2021-12-30,1,1.130378261,EUR,,79.61," "
2021-12-31,1,1.130378261,EUR,,79.61," "
2022-01-03,1,1.131447619,EUR,,83.52," "
2022-01-04,1,1.131447619,EUR,,84.44," "
2022-01-05,1,1.131447619,EUR,,87.15," "
2022-01-06,1,1.131447619,EUR,,86.31," "
2022-01-07,1,1.131447619,EUR,,84.99," "
2022-01-10,1,1.131447619,EUR,82.71,79.73," "
2022-01-11,1,1.131447619,EUR,81.9,80.95," "
2022-01-12,1,1.131447619,EUR,,79.69," "
2022-01-13,1,1.131447619,EUR,79.05,80.23," "
2022-01-14,1,1.131447619,EUR,81.52,81.73," "
2022-01-17,1,1.131447619,EUR,80.21,80.23," "
2022-01-18,1,1.131447619,EUR,79.22,82.31," "
2022-01-19,1,1.131447619,EUR,80.7,81.72," "
2022-01-20,1,1.131447619,EUR,80.8,85.23," "
2022-01-21,1,1.131447619,EUR,84.03,84.11," "
2022-01-24,1,1.131447619,EUR,85.75,83.66," "
2022-01-25,1,1.131447619,EUR,84.48,87.09," "
2022-01-26,1,1.131447619,EUR,,88.3," "
2022-01-27,1,1.131447619,EUR,88.51,89.39," "
2022-01-28,1,1.131447619,EUR,89.25,88.83," "
2022-01-31,1,1.131447619,EUR,88.03,88.8," "
2022-02-01,1,1.13419,EUR,,89.09," "
2022-02-02,1,1.13419,EUR,91.61,93.68," "
2022-02-03,1,1.13419,EUR,92.65,94.32," "
2022-02-04,1,1.13419,EUR,94.65,95.95," "
2022-02-07,1,1.13419,EUR,93.5,96.21," "
2022-02-08,1,1.13419,EUR,97.51,96.41," "
2022-02-09,1,1.13419,EUR,96.53,90.34," "
2022-02-10,1,1.13419,EUR,90.6,90.36," "
2022-02-11,1,1.13419,EUR,89.98,92.45," "
2022-02-14,1,1.13419,EUR,90.73,91.29," "
2022-02-15,1,1.13419,EUR,90.35,90.67," "
2022-02-16,1,1.13419,EUR,88.05,89.34," "
2022-02-17,1,1.13419,EUR,87.5,85.95," "
2022-02-18,1,1.13419,EUR,87.65,89.01," "
2022-02-21,1,1.13419,EUR,87.99,89.26," "
2022-02-22,1,1.13419,EUR,88.4,89.37," "
2022-02-23,1,1.13419,EUR,92.8,94.66," "
2022-02-24,1,1.13419,EUR,88,86.62," "
2022-02-25,1,1.13419,EUR,86.9,87.72," "
2022-02-28,1,1.13419,EUR,80.92,81.81," "
2022-03-01,1,1.101895652,EUR,79.96,68.53," "
2022-03-02,1,1.101895652,EUR,,68.25," "
2022-03-03,1,1.101895652,EUR,63.87,67.08," "
2022-03-04,1,1.101895652,EUR,67.22,64.78," "
2022-03-07,1,1.101895652,EUR,57.91,57.92," "
2022-03-08,1,1.101895652,EUR,62.01,68.1," "
2022-03-09,1,1.101895652,EUR,,72.77," "
2022-03-10,1,1.101895652,EUR,70.04,76.02," "
2022-03-11,1,1.101895652,EUR,76.5,76.38," "
2022-03-14,1,1.101895652,EUR,78.6,77.88," "
2022-03-15,1,1.101895652,EUR,75.55,77.03," "
2022-03-16,1,1.101895652,EUR,75.25,77.75," "
2022-03-17,1,1.101895652,EUR,76.87,79.52," "
2022-03-18,1,1.101895652,EUR,79.21,78.52," "
2022-03-21,1,1.101895652,EUR,77.76,78.01," "
2022-03-22,1,1.101895652,EUR,79.05,80.29," "
2022-03-23,1,1.101895652,EUR,,76.25," "
2022-03-24,1,1.101895652,EUR,76.15,77.94," "
2022-03-25,1,1.101895652,EUR,78.5,78.31," "
2022-03-28,1,1.101895652,EUR,80.76,80.54," "
2022-03-29,1,1.101895652,EUR,80.51,81.44," "
2022-03-30,1,1.101895652,EUR,77.22,78.04," "
2022-03-31,1,1.101895652,EUR,79.25,76.25," "
2022-04-01,1,1.081873684,EUR,78,78.29," "
2022-04-04,1,1.081873684,EUR,77.5,78.29," "
2022-04-05,1,1.081873684,EUR,78.33,77.85," "
2022-04-06,1,1.081873684,EUR,78.34,76.97," "
2022-04-07,1,1.081873684,EUR,77.13,79.73," "
2022-04-08,1,1.081873684,EUR,80.21,79.89," "
2022-04-11,1,1.081873684,EUR,79.02,77.75," "
2022-04-12,1,1.081873684,EUR,77.36,78.81," "
2022-04-13,1,1.081873684,EUR,77.27,77.22," "
2022-04-14,1,1.081873684,EUR,78.8,79.72," "
2022-04-19,1,1.081873684,EUR,79.4,79.9," "
2022-04-20,1,1.081873684,EUR,,87.53," "
2022-04-21,1,1.081873684,EUR,85.9,86.11," "
2022-04-22,1,1.081873684,EUR,87.4,88.6," "
2022-04-25,1,1.081873684,EUR,85.81,83.06," "
2022-04-26,1,1.081873684,EUR,83.43,82.29," "
2022-04-27,1,1.081873684,EUR,79.99,80.6," "
2022-04-28,1,1.081873684,EUR,80.55,82.26," "
2022-04-29,1,1.081873684,EUR,82.86,84.01," "
2022-05-02,1,1.05785,EUR,82.84,82.61," "
2022-05-03,1,1.05785,EUR,84.25,87.75," "
2022-05-04,1,1.05785,EUR,,87.87," "
2022-05-05,1,1.05785,EUR,87.8,88.48," "
2022-05-06,1,1.05785,EUR,90.77,91.1," "
2022-05-09,1,1.05785,EUR,90.11,86.58," "
2022-05-10,1,1.05785,EUR,86.5,86.9," "
2022-05-11,1,1.05785,EUR,89,88.41," "
2022-05-12,1,1.05785,EUR,86.95,87.83," "
2022-05-13,1,1.05785,EUR,88.75,88.06," "
2022-05-16,1,1.05785,EUR,88.81,89.14," "
2022-05-17,1,1.05785,EUR,90.33,91.3," "
2022-05-18,1,1.05785,EUR,87.25,84.22," "
2022-05-19,1,1.05785,EUR,82.28,82.79," "
2022-05-20,1,1.05785,EUR,81.15,80.01," "
2022-05-23,1,1.05785,EUR,78.96,77.79," "
2022-05-24,1,1.05785,EUR,78.88,80.97," "
2022-05-25,1,1.05785,EUR,80.43,81.03," "
2022-05-26,1,1.05785,EUR,,84.39," "
2022-05-27,1,1.05785,EUR,,83.83," "
2022-05-30,1,1.05785,EUR,83.75,83.6," "
2022-05-31,1,1.05785,EUR,83.63,83.64," "
2022-06-01,1,1.056581818,EUR,,85.72," "
2022-06-02,1,1.056581818,EUR,,85.97," "
2022-06-03,1,1.056581818,EUR,,86.5," "
2022-06-06,1,1.056581818,EUR,,81.06," "
2022-06-07,1,1.056581818,EUR,81.69,80.97," "
2022-06-08,1,1.056581818,EUR,79.11,79.48," "
2022-06-09,1,1.056581818,EUR,80.21,80.67," "
2022-06-10,1,1.056581818,EUR,80.73,81.53," "
2022-06-13,1,1.056581818,EUR,80.1,81.19," "
2022-06-14,1,1.056581818,EUR,82.31,83.79," "
2022-06-15,1,1.056581818,EUR,84.45,85.83," "
2022-06-16,1,1.056581818,EUR,85.95,82.61," "
2022-06-17,1,1.056581818,EUR,83,81.99," "
2022-06-20,1,1.056581818,EUR,83.51,83.59," "
2022-06-21,1,1.056581818,EUR,84.26,84.29," "
2022-06-22,1,1.056581818,EUR,83.06,81.42," "
2022-06-23,1,1.056581818,EUR,81.07,83.66," "
2022-06-24,1,1.056581818,EUR,82.9,82.98," "
2022-06-27,1,1.056581818,EUR,83.01,84.59," "
2022-06-28,1,1.056581818,EUR,84.54,86.98," "
2022-06-29,1,1.056581818,EUR,,87.93," "
2022-06-30,1,1.056581818,EUR,88.02,89.77," "
2022-07-01,1,1.017890476,EUR,88.22,85.18," "
2022-07-04,1,1.017890476,EUR,84.34,84.16," "
2022-07-05,1,1.017890476,EUR,83.38,82.83," "
2022-07-06,1,1.017890476,EUR,82.63,82.85," "
2022-07-07,1,1.017890476,EUR,83.36,84.52," "
2022-07-08,1,1.017890476,EUR,82.63,82.39," "
2022-07-11,1,1.017890476,EUR,83.4,83.96," "
2022-07-12,1,1.017890476,EUR,83.89,85.25," "
