,"European Union Emissions Trading System",,,,," "
Date,"Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market","Secondary Market"," "
2014-08-12,1,1.331609524,EUR,6.07,6.04," "
2014-08-13,1,1.331609524,EUR,,6.17," "
2014-08-14,1,1.331609524,EUR,6.22,6.14," "
2014-08-15,1,1.331609524,EUR,6.18,6.36," "
2014-08-18,1,1.331609524,EUR,6.34,6.34," "
2014-08-19,1,1.331609524,EUR,6.28,6.42," "
2014-08-20,1,1.331609524,EUR,,6.38," "
2014-08-21,1,1.331609524,EUR,6.43,6.32," "
2014-08-22,1,1.331609524,EUR,6.34,6.34," "
2014-08-25,1,1.331609524,EUR,6.3,6.31," "
2014-08-26,1,1.331609524,EUR,6.26,6.3," "
2014-08-27,1,1.331609524,EUR,,6.35," "
2014-08-28,1,1.331609524,EUR,6.38,6.43," "
2014-08-29,1,1.331609524,EUR,6.4,6.38," "
2014-09-01,1,1.290136364,EUR,6.25,6.38," "
2014-09-02,1,1.290136364,EUR,6.35,6.38," "
2014-09-03,1,1.290136364,EUR,5.7,6.32," "
2014-09-04,1,1.290136364,EUR,6.25,6.1," "
2014-09-05,1,1.290136364,EUR,6.04,6.22," "
2014-09-08,1,1.290136364,EUR,6.25,6.27," "
2014-09-09,1,1.290136364,EUR,6.23,6.12," "
2014-09-10,1,1.290136364,EUR,,6.07," "
2014-09-11,1,1.290136364,EUR,6.07,6.1," "
2014-09-12,1,1.290136364,EUR,6.06,6.03," "
2014-09-15,1,1.290136364,EUR,5.95,5.92," "
2014-09-16,1,1.290136364,EUR,5.81,5.79," "
2014-09-17,1,1.290136364,EUR,,5.88," "
2014-09-18,1,1.290136364,EUR,5.83,5.98," "
2014-09-19,1,1.290136364,EUR,5.94,6.01," "
2014-09-22,1,1.290136364,EUR,5.98,6," "
2014-09-23,1,1.290136364,EUR,5.9,5.66," "
2014-09-24,1,1.290136364,EUR,,5.81," "
2014-09-25,1,1.290136364,EUR,5.72,5.79," "
2014-09-26,1,1.290136364,EUR,5.8,5.91," "
2014-09-29,1,1.290136364,EUR,5.85,5.76," "
2014-09-30,1,1.290136364,EUR,5.68,5.82," "
2014-10-01,1,1.267273913,EUR,5.5,5.79," "
2014-10-02,1,1.267273913,EUR,5.74,5.66," "
2014-10-03,1,1.267273913,EUR,,5.64," "
2014-10-06,1,1.267273913,EUR,5.67,5.64," "
2014-10-07,1,1.267273913,EUR,5.67,5.7," "
2014-10-08,1,1.267273913,EUR,,6.04," "
2014-10-09,1,1.267273913,EUR,6.06,6.1," "
2014-10-10,1,1.267273913,EUR,6.03,6.02," "
2014-10-13,1,1.267273913,EUR,5.88,6.04," "
2014-10-14,1,1.267273913,EUR,6.01,6.07," "
2014-10-15,1,1.267273913,EUR,,6.14," "
2014-10-16,1,1.267273913,EUR,6.16,6.19," "
2014-10-17,1,1.267273913,EUR,6.23,6.12," "
2014-10-20,1,1.267273913,EUR,6.03,6.1," "
2014-10-21,1,1.267273913,EUR,6.15,6.16," "
2014-10-22,1,1.267273913,EUR,,6.21," "
2014-10-23,1,1.267273913,EUR,6.16,6.32," "
2014-10-24,1,1.267273913,EUR,6.35,6.38," "
2014-10-27,1,1.267273913,EUR,6.33,6.29," "
2014-10-28,1,1.267273913,EUR,6.26,6.17," "
2014-10-29,1,1.267273913,EUR,5.92,6.4," "
2014-10-30,1,1.267273913,EUR,6.38,6.4," "
2014-10-31,1,1.267273913,EUR,6.35,6.33," "
2014-11-03,1,1.24722,EUR,6.3,6.55," "
2014-11-04,1,1.24722,EUR,6.56,6.47," "
2014-11-05,1,1.24722,EUR,,6.63," "
2014-11-06,1,1.24722,EUR,6.61,6.63," "
2014-11-07,1,1.24722,EUR,6.6,6.73," "
2014-11-10,1,1.24722,EUR,6.7,6.7," "
2014-11-11,1,1.24722,EUR,6.68,6.79," "
2014-11-12,1,1.24722,EUR,,6.83," "
2014-11-13,1,1.24722,EUR,6.78,6.78," "
2014-11-14,1,1.24722,EUR,6.7,6.61," "
2014-11-17,1,1.24722,EUR,6.64,6.88," "
2014-11-18,1,1.24722,EUR,6.91,7.02," "
2014-11-19,1,1.24722,EUR,,7.03," "
2014-11-20,1,1.24722,EUR,6.93,6.95," "
2014-11-21,1,1.24722,EUR,6.88,6.98," "
2014-11-24,1,1.24722,EUR,7.02,7.05," "
2014-11-25,1,1.24722,EUR,7.05,7.12," "
2014-11-26,1,1.24722,EUR,6.9,7.17," "
2014-11-27,1,1.24722,EUR,7.09,7.09," "
2014-11-28,1,1.24722,EUR,7.02,7.03," "
2014-12-01,1,1.233133333,EUR,6.95,7.07," "
2014-12-02,1,1.233133333,EUR,7,6.86," "
2014-12-03,1,1.233133333,EUR,,6.9," "
2014-12-04,1,1.233133333,EUR,6.77,6.84," "
2014-12-05,1,1.233133333,EUR,6.66,6.66," "
2014-12-08,1,1.233133333,EUR,6.58,6.67," "
2014-12-09,1,1.233133333,EUR,6.6,6.74," "
2014-12-10,1,1.233133333,EUR,,6.54," "
2014-12-11,1,1.233133333,EUR,6.65,6.71," "
2014-12-12,1,1.233133333,EUR,6.64,6.66," "
2014-12-15,1,1.233133333,EUR,6.6,6.87," "
2014-12-16,1,1.233133333,EUR,6.93,6.89," "
2014-12-17,1,1.233133333,EUR,,6.97," "
2014-12-18,1,1.233133333,EUR,,7.03," "
2014-12-19,1,1.233133333,EUR,,7.05," "
2014-12-22,1,1.233133333,EUR,,7.09," "
2014-12-23,1,1.233133333,EUR,,7.24," "
2014-12-29,1,1.233133333,EUR,,7.24," "
2014-12-30,1,1.233133333,EUR,,7.2," "
2015-01-02,1,1.162133333,EUR,,7.01," "
2015-01-05,1,1.162133333,EUR,,6.91," "
2015-01-06,1,1.162133333,EUR,,6.78," "
2015-01-07,1,1.162133333,EUR,,6.77," "
2015-01-08,1,1.162133333,EUR,6.7,6.81," "
2015-01-09,1,1.162133333,EUR,6.71,6.71," "
2015-01-12,1,1.162133333,EUR,6.59,6.71," "
2015-01-13,1,1.162133333,EUR,6.77,7.29," "
2015-01-14,1,1.162133333,EUR,6.99,7.17," "
2015-01-15,1,1.162133333,EUR,7.1,7.14," "
2015-01-16,1,1.162133333,EUR,7.05,7.13," "
